avg_price_10,price_volatility_10,avg_volume_10,avg_tick_change_10,avg_time_diff_10,liquidity_impact_avg_10,avg_price_50,price_volatility_50,avg_volume_50,avg_tick_change_50,avg_time_diff_50,liquidity_impact_avg_50,avg_price_100,price_volatility_100,avg_volume_100,avg_tick_change_100,avg_time_diff_100,liquidity_impact_avg_100,total_transactions,price_trend,volume_trend,current_price,current_liquidity,timestamp
2.823627712220678e-09,1.1147170825645457e-12,0.08309411106588452,0.6,21.4,0.8550167226369846,2.822928227347496e-09,4.505216418297632e-12,0.09403284334071862,0.84,24.76,0.968073444853313,2.8163864745815258e-09,7.649697399163689e-12,0.10124261041768573,0.5,29.82,1.042749602575752,10000,-3.2520975335485824e-05,1.0416811026013384,2.8254965798019116e-09,97184194023259899,2025-02-06 04:38:15
